Day,Temperature (°C),Rainfall (mm),Humidity (%)
8620,16.7,13.6,79
8621,22.5,41.4,23
8622,33.4,44.5,91
8623,20.4,3.5,78
8624,2.1,17.1,55
8625,7.1,17.8,74
8626,5.0,1.4,78
8627,0.7,11.0,87
8628,-4.0,26.7,58
8629,-3.7,29.3,32
8630,34.6,40.3,68
8631,18.3,18.1,83
8632,14.1,16.6,43
8633,16.5,42.3,70
8634,3.4,35.8,25
8635,-4.5,45.1,98
8636,1.7,32.7,25
8637,19.7,29.8,48
8638,6.6,44.7,27
8639,3.1,4.0,92
8640,-0.4,27.3,37
8641,2.3,27.3,70
8642,25.2,41.4,47
8643,4.9,9.6,95
8644,4.0,49.2,47
8645,2.5,17.6,98
8646,30.2,9.6,62
8647,23.0,2.7,58
8648,21.7,43.3,46
8649,1.8,2.8,46
8650,-3.2,6.4,59
8651,3.7,7.7,99
8652,10.3,34.3,41
8653,-0.1,34.4,79
8654,13.9,48.5,70
8655,29.5,21.3,96
8656,10.9,26.9,80
8657,27.3,28.3,52
8658,18.8,28.3,49
8659,20.0,10.4,67
8660,10.0,22.9,40
8661,15.4,16.5,36
8662,32.8,44.9,90
8663,28.1,28.4,69
8664,17.4,44.9,98
8665,23.7,46.7,55
8666,4.7,31.1,85
8667,11.7,6.5,53
8668,-3.2,7.0,36
8669,30.5,47.4,37
8670,31.9,12.4,77
8671,25.1,13.3,73
8672,14.7,7.5,62
8673,0.0,29.2,32
8674,35.0,7.6,72
8675,14.6,25.5,85
8676,28.2,43.9,39
8677,34.2,32.3,49
8678,-1.0,11.0,67
8679,14.3,35.2,93
8680,11.2,31.7,39
8681,5.7,39.9,96
8682,-3.6,1.0,40
8683,5.8,0.1,52
8684,22.6,40.8,47
8685,-1.4,18.9,62
8686,8.2,42.9,29
8687,12.2,26.4,73
8688,8.4,30.5,72
8689,24.9,3.8,88
8690,-2.9,1.7,41
8691,16.2,3.8,42
8692,12.4,24.2,97
8693,-1.8,32.9,69
8694,20.0,38.0,52
8695,29.0,13.4,52
8696,35.0,37.6,28
8697,-3.2,37.8,61
8698,9.5,23.9,67
8699,4.7,3.1,63
8700,10.2,6.9,70
8701,23.2,46.9,62
8702,27.6,8.1,90
8703,5.5,41.3,20
8704,30.0,29.5,28
8705,-1.5,26.4,63
8706,14.4,24.1,84
8707,10.0,4.7,81
8708,34.0,18.5,71
8709,18.1,11.6,96
8710,29.3,42.8,62
8711,5.5,1.9,43
8712,32.9,3.3,64
8713,19.1,6.1,94
8714,0.7,10.4,62
8715,9.2,28.6,86
8716,7.5,35.9,44
8717,7.2,22.8,63
8718,26.8,24.6,28
8719,0.2,20.7,66
8720,19.3,16.6,54
8721,6.3,13.9,87
8722,33.0,36.3,52
8723,17.0,47.2,81
8724,-5.0,37.6,35
8725,31.0,27.1,74
8726,-4.1,31.3,64
8727,22.9,46.1,96
8728,2.9,3.6,30
8729,13.9,4.9,34
8730,31.8,12.8,64
8731,11.1,9.9,92
8732,21.7,15.3,61
8733,19.5,3.4,92
8734,24.8,11.7,60
8735,9.2,4.9,34
8736,29.2,13.5,79
8737,23.7,16.1,76
8738,23.9,17.6,43
8739,-3.4,48.9,83
8740,1.3,3.9,53
8741,32.4,14.6,47
8742,25.7,21.8,22
8743,20.5,16.6,88
8744,0.9,10.6,46
8745,29.9,26.5,30
8746,22.3,18.7,95
8747,21.8,46.5,55
8748,18.8,21.8,56
8749,32.0,3.1,98
8750,17.3,37.6,64
8751,24.3,48.0,81
8752,10.8,34.3,54
8753,14.4,41.7,68
8754,9.5,39.7,78
8755,14.1,38.9,99
8756,-2.8,35.2,62
8757,13.3,16.4,62
8758,27.9,28.0,95
8759,33.2,3.1,29
8760,4.1,42.5,24
8761,16.6,2.6,72
8762,33.8,16.5,56
8763,-1.8,43.5,94
8764,33.9,30.6,37
8765,-3.1,13.9,56
8766,18.6,23.7,65
8767,-3.9,17.1,84
8768,28.4,33.2,58
8769,14.2,21.2,28
8770,33.5,19.0,32
8771,9.9,16.0,84
8772,18.0,47.7,99
8773,11.2,26.4,40
8774,28.1,24.4,63
8775,24.2,24.4,22
8776,19.9,40.7,51
8777,30.5,29.2,49
8778,-4.3,2.3,45
8779,17.2,29.8,71
8780,24.7,42.9,64
8781,8.9,42.8,82
8782,3.5,9.8,30
8783,-3.2,42.0,61
8784,8.6,43.8,37
8785,7.6,49.5,48
8786,1.1,3.8,64
8787,7.9,21.3,87
8788,2.0,44.5,31
8789,11.5,22.6,97
8790,32.4,5.2,51
8791,-2.6,32.1,51
8792,29.8,49.4,33
8793,9.6,7.7,94
8794,32.7,42.0,32
8795,30.1,34.0,95
8796,-4.2,38.7,45
8797,7.8,8.3,76
8798,31.2,31.9,68
8799,15.6,39.4,26
8800,17.4,44.8,91
8801,5.8,30.2,92
8802,2.4,10.4,24
8803,30.3,38.6,42
8804,10.1,19.2,22
8805,22.6,45.2,88
8806,27.2,35.4,32
8807,-2.1,32.2,58
8808,30.3,43.1,56
8809,24.7,1.1,83
8810,31.8,13.1,64
8811,1.1,10.0,49
8812,12.1,12.1,92
8813,19.5,21.8,50
8814,9.3,40.4,83
8815,5.8,20.1,94
8816,2.0,5.4,23
8817,-1.7,11.3,84
8818,13.3,5.6,59
8819,3.3,46.5,72
8820,-4.2,18.2,90
8821,4.9,8.3,55
8822,10.4,13.0,98
8823,10.6,42.1,52
8824,1.3,22.3,74
8825,22.1,12.2,28
8826,19.9,35.0,99
8827,-2.8,23.5,61
8828,21.1,24.8,59
8829,5.1,5.0,77
8830,22.3,43.5,22
8831,26.1,12.8,85
8832,-5.0,5.4,50
8833,16.0,33.0,97
8834,26.1,2.1,82
8835,7.6,34.1,55
8836,3.4,32.7,97
8837,3.3,34.6,73
8838,26.8,38.1,52
8839,-2.4,26.6,91
8840,18.1,36.7,34
8841,-4.9,46.2,88
8842,28.5,2.3,56
8843,12.1,8.0,46
8844,22.6,17.0,70
8845,14.3,9.4,47
8846,9.6,6.5,71
8847,-4.9,26.7,80
8848,16.2,6.9,45
8849,24.3,43.8,20
8850,12.1,29.1,87
8851,27.4,4.7,82
8852,5.1,38.9,70
8853,4.3,27.7,65
8854,31.8,28.8,93
8855,18.0,46.7,89
8856,20.0,4.3,41
8857,-0.8,18.4,25
8858,31.8,16.8,59
8859,20.0,22.4,91
8860,3.5,45.2,48
8861,1.7,36.4,36
8862,19.7,30.2,22
8863,32.1,37.8,65
8864,13.4,29.9,80
8865,12.0,2.0,36
8866,30.4,31.1,83
8867,21.5,17.3,90
8868,-2.9,19.9,89
8869,3.5,27.2,37
8870,20.6,4.1,95
8871,23.3,43.0,74
8872,27.7,33.1,69
8873,15.2,24.5,82
8874,25.3,5.7,64
8875,19.2,16.1,95
8876,21.5,31.0,96
8877,21.5,15.2,68
8878,-4.5,28.6,32
8879,13.6,13.2,49
8880,13.4,49.0,76
8881,13.2,36.3,25
8882,27.3,46.9,29
8883,18.0,49.3,32
8884,2.0,47.1,43
8885,-4.7,14.0,93
8886,26.3,1.6,93
8887,6.6,33.1,34
8888,28.2,27.0,42
8889,14.2,14.8,88
8890,8.1,15.7,22
8891,1.0,20.6,36
8892,22.0,44.5,83
8893,6.7,45.4,47
8894,0.3,14.5,25
8895,1.7,34.2,88
8896,18.1,7.4,23
8897,-2.8,29.5,56
8898,11.2,19.5,71
8899,13.2,3.0,48
8900,28.1,33.4,75
8901,-0.5,35.1,66
8902,15.2,15.0,57
8903,2.5,13.5,22
8904,13.5,27.6,76
8905,20.6,31.9,55
8906,20.6,18.6,84
8907,6.7,38.7,74
8908,-2.5,33.8,54
8909,12.4,39.7,82
8910,13.9,46.8,42
8911,29.0,17.8,95
8912,22.9,18.4,32
8913,9.8,1.4,30
8914,15.5,45.8,62
8915,7.2,19.2,29
8916,31.0,36.5,69
8917,2.7,25.9,26
8918,18.3,16.7,82
8919,32.9,20.5,95
8920,-4.9,18.3,99
8921,27.4,6.4,67
8922,18.3,37.9,81
8923,-4.0,36.5,62
8924,-3.9,16.2,33
8925,15.3,29.2,70
8926,21.7,39.4,93
8927,27.9,22.6,87
8928,3.3,44.1,68
8929,0.4,46.8,95
8930,1.0,10.7,72
8931,26.8,20.7,90
8932,18.2,8.0,89
8933,8.7,48.1,41
8934,28.9,15.4,44
8935,26.5,6.5,32
8936,2.3,47.7,23
8937,32.5,44.0,76
8938,25.5,2.3,66
8939,18.2,36.1,29
8940,6.9,0.4,74
8941,4.8,6.9,33
8942,28.7,19.6,100
8943,13.3,45.6,88
8944,4.7,42.3,55
8945,26.4,32.3,48
8946,24.5,4.3,67
8947,8.2,2.0,32
8948,-1.6,24.0,82
8949,14.4,41.4,88
8950,6.5,46.7,37
8951,-1.3,45.7,44
8952,14.5,36.9,86
8953,21.8,39.5,35
8954,16.5,42.5,81
8955,21.7,47.5,61
8956,19.4,11.0,93
8957,-4.4,44.3,20
8958,34.5,49.5,96
8959,32.9,29.3,41
8960,11.5,49.6,42
8961,33.2,3.5,71
8962,11.1,49.0,46
8963,3.9,9.1,42
8964,16.4,18.7,44
8965,23.8,9.2,51
8966,32.7,20.9,25
8967,10.1,28.6,21
8968,34.5,5.7,76
8969,17.3,22.6,82
8970,19.9,8.5,50
8971,26.8,40.0,70
8972,24.4,27.4,52
8973,0.5,38.5,84
8974,-2.4,7.1,76
8975,16.2,48.2,35
8976,8.7,47.6,70
8977,10.1,42.6,41
8978,-0.8,5.6,27
8979,30.8,33.6,75
8980,19.3,4.6,86
8981,5.3,25.3,28
8982,20.4,20.6,95
8983,-0.1,21.2,29
8984,31.8,20.4,61
8985,3.0,33.5,31
8986,17.6,6.6,85
8987,32.8,48.5,25
8988,-0.3,35.5,83
8989,31.5,7.8,43
8990,3.9,48.9,31
8991,-2.1,11.5,53
8992,34.1,42.1,27
8993,2.2,9.7,91
8994,18.2,33.9,49
8995,3.2,20.5,32
8996,8.7,18.0,97
8997,19.5,30.7,28
8998,29.1,16.7,34
8999,21.5,47.2,56
9000,-0.2,22.0,61
9001,-1.2,48.8,93
9002,-3.1,29.2,62
9003,26.0,41.3,74
9004,22.5,22.2,69
9005,0.8,4.1,64
9006,-1.8,42.8,88
9007,9.9,0.4,62
9008,1.2,6.1,72
9009,4.6,16.7,42
9010,8.7,1.4,40
9011,3.8,33.4,60
9012,33.8,13.8,34
9013,34.5,28.8,82
9014,-3.8,32.5,99
9015,13.1,46.0,29
9016,17.0,11.4,53
9017,0.6,11.2,79
9018,-1.7,22.7,86
9019,18.9,29.3,59
9020,11.5,33.6,62
9021,13.7,0.9,72
9022,-4.6,42.3,93
9023,28.2,46.2,92
9024,6.5,2.8,46
9025,13.1,42.9,31
9026,17.8,21.5,76
9027,31.1,4.2,95
9028,29.6,21.3,85
9029,13.6,7.2,47
9030,0.2,14.3,30
9031,-1.9,0.1,60
9032,10.0,21.7,66
9033,-4.1,34.6,56
9034,15.5,31.8,29
9035,29.1,8.3,73
9036,15.8,16.4,95
9037,25.3,7.4,99
9038,32.2,35.7,23
9039,4.7,18.9,97
9040,19.0,44.8,84
9041,9.0,49.6,55
9042,9.9,47.0,65
9043,18.2,28.8,87
9044,21.5,10.4,82
9045,27.6,7.6,47
9046,-3.0,38.3,55
9047,8.4,29.5,39
9048,6.3,1.6,37
9049,26.0,13.7,73
9050,3.8,48.8,36
9051,1.8,4.0,43
9052,8.6,5.2,90
9053,19.0,32.4,34
9054,6.1,49.4,97
9055,28.9,29.7,49
9056,8.1,0.8,42
9057,31.7,11.1,61
9058,14.4,0.7,56
9059,21.2,36.4,90
9060,-3.8,31.2,20
9061,10.4,22.8,40
9062,28.1,34.8,39
9063,9.4,25.7,48
9064,18.3,35.6,96
9065,14.0,41.5,20
9066,12.1,35.4,70
9067,-2.5,12.7,42
9068,29.1,37.6,51
9069,-0.5,11.9,71
9070,33.4,37.9,42
9071,12.0,0.3,28
9072,26.3,22.6,42
9073,7.7,47.8,86
9074,27.5,9.5,49
9075,20.8,47.5,60
9076,34.4,15.9,36
9077,3.1,25.7,75
9078,-2.4,12.2,68
9079,3.7,23.0,56
9080,5.6,2.6,59
9081,9.3,10.8,42
9082,20.1,48.9,45
9083,22.5,24.7,91
9084,30.7,24.5,90
9085,11.7,2.3,97
9086,13.6,4.1,32
9087,-0.6,20.1,92
9088,8.8,1.1,27
9089,12.1,30.4,32
9090,25.5,23.1,41
9091,2.8,26.7,44
9092,23.9,13.0,58
9093,23.4,23.5,49
9094,10.4,12.9,68
9095,11.8,45.4,86
9096,11.5,6.0,32
9097,3.9,30.9,72
9098,-4.0,42.5,60
9099,16.4,24.7,40
9100,26.4,45.0,56
9101,23.8,5.2,84
9102,12.8,15.6,41
9103,-3.3,25.8,91
9104,28.7,23.1,48
9105,16.9,45.3,56
9106,2.7,11.4,69
9107,2.3,48.4,66
9108,19.9,26.1,92
9109,8.3,9.4,80
9110,22.9,36.7,45
9111,-2.7,41.0,79
9112,0.2,23.6,27
9113,14.5,40.7,97
9114,-2.3,29.4,46
9115,24.9,26.3,35
9116,9.3,46.0,52
9117,15.4,35.4,98
9118,32.9,12.5,45
9119,25.9,48.1,32
9120,26.8,40.7,91
9121,2.0,30.7,78
9122,-3.0,41.8,78
9123,23.2,47.2,44
9124,19.2,4.3,61
9125,19.2,25.4,26
9126,27.0,22.0,80
9127,0.9,11.8,57
9128,-4.6,33.0,60
9129,12.8,9.6,42
9130,4.1,3.1,90
9131,25.4,35.3,66
9132,15.7,5.4,59
9133,4.0,29.0,39
9134,32.5,4.2,72
9135,-3.5,5.5,90
9136,9.0,47.7,45
9137,30.9,17.2,42
9138,2.2,20.4,54
9139,24.5,2.5,44
9140,15.9,35.3,39
9141,9.5,12.7,37
9142,12.1,31.4,76
9143,-4.1,48.2,40
9144,8.0,15.1,46
9145,-0.8,12.6,60
9146,26.2,38.7,59
9147,5.8,4.1,86
9148,24.7,0.1,40
9149,8.7,35.1,89
9150,4.5,23.0,89
9151,28.4,10.8,77
9152,4.8,49.6,28
9153,13.9,36.7,79
9154,25.2,6.7,50
9155,6.7,45.4,31
9156,8.5,5.2,57
9157,15.5,20.0,20
9158,23.1,19.0,65
9159,33.1,44.4,57
9160,18.8,24.0,86
9161,7.4,45.1,99
9162,31.8,1.9,79
9163,18.4,29.8,47
9164,-0.8,1.6,96
9165,25.9,37.8,50
9166,2.5,49.8,89
9167,21.6,5.1,50
9168,24.3,16.3,21
9169,3.4,27.3,82
9170,15.9,9.6,59
9171,3.2,5.6,61
9172,18.9,26.5,80
9173,31.4,12.7,23
9174,-3.0,37.3,32
9175,6.9,0.5,54
9176,-0.0,26.9,22
9177,31.5,47.9,90
9178,29.7,27.5,22
9179,34.0,28.1,34
9180,18.1,39.6,94
9181,19.5,26.2,51
9182,11.2,22.3,55
9183,-2.9,17.3,43
9184,16.8,44.5,27
9185,2.5,18.9,20
9186,23.3,49.6,70
9187,21.7,24.6,94
9188,26.4,30.6,72
9189,13.8,27.2,85
9190,18.7,41.3,25
9191,8.9,31.7,21
9192,31.3,21.1,37
9193,22.4,26.3,66
9194,27.9,2.1,76
9195,3.3,45.8,20
9196,29.5,2.7,71
9197,24.5,30.8,80
9198,1.2,12.8,64
9199,33.2,28.6,46
9200,4.4,30.3,61
9201,8.9,35.7,97
9202,15.3,3.5,61
9203,25.7,45.9,69
9204,10.0,27.2,36
9205,-3.2,45.4,45
9206,10.0,13.3,32
9207,-0.4,12.1,44
9208,27.6,49.6,77
9209,3.2,46.5,76
9210,14.6,21.5,61
9211,21.7,1.8,67
9212,29.9,44.4,33
9213,7.3,41.4,97
9214,12.6,31.4,84
9215,21.9,25.9,91
9216,20.3,13.4,79
9217,30.7,8.4,84
9218,33.7,31.2,75
9219,18.1,34.0,36
9220,17.3,38.9,66
9221,29.3,8.1,50
9222,5.7,20.4,30
9223,10.6,33.5,73
9224,1.1,40.1,25
9225,30.9,25.7,28
9226,8.3,3.1,23
9227,33.6,33.4,64
9228,5.5,13.6,56
9229,10.3,48.9,21
9230,6.5,38.9,83
9231,9.0,42.5,47
9232,-1.8,22.5,86
9233,8.4,37.1,61
9234,19.5,43.6,27
9235,-1.8,45.4,42
9236,13.0,0.3,96
9237,10.3,19.2,36
9238,7.0,12.5,73
9239,9.5,10.4,98
9240,22.4,42.6,24
9241,2.0,12.8,86
9242,16.0,32.2,91
9243,19.7,39.4,80
9244,0.2,21.1,49
9245,12.7,40.0,90
9246,12.6,10.2,93
9247,10.7,7.6,89
9248,2.8,12.8,26
9249,-4.6,35.0,34
9250,31.2,6.9,99
9251,17.3,13.5,60
9252,17.7,46.0,41
9253,12.4,5.7,41
9254,14.7,39.4,90
9255,18.8,26.6,61
9256,32.7,40.5,39
9257,10.1,27.7,46
9258,4.6,32.0,89
9259,9.3,13.0,66
9260,22.9,27.3,32
9261,9.9,35.8,90
9262,32.4,48.7,73
9263,3.4,47.3,47
9264,-4.3,49.1,25
9265,33.7,36.7,90
9266,-4.0,42.4,47
9267,26.4,48.9,32
9268,-1.1,30.6,92
9269,0.2,7.6,47
9270,5.6,14.1,46
9271,15.6,1.3,56
9272,34.5,32.5,72
9273,2.5,20.3,64
9274,30.3,28.6,66
9275,23.2,8.6,62
9276,25.4,30.4,83
9277,29.9,7.3,30
9278,27.8,24.4,76
9279,22.8,26.4,53
9280,28.0,37.1,23
9281,21.4,1.6,66
9282,23.0,11.7,54
9283,-2.8,34.8,20
9284,9.6,3.9,82
9285,25.5,49.0,26
9286,6.6,42.4,80
9287,28.0,8.5,52
9288,25.9,34.0,92
9289,16.3,25.6,81
9290,30.1,41.0,80
9291,7.4,12.6,23
9292,29.1,34.6,94
9293,9.7,49.1,39
9294,-4.4,37.7,91
9295,20.5,32.1,96
9296,6.0,48.1,81
9297,-2.8,23.1,63
9298,17.8,48.4,54
9299,-2.5,34.9,76
9300,-3.8,27.1,69
9301,18.8,31.1,48
9302,9.3,28.3,45
9303,29.5,47.0,80
9304,2.8,16.3,72
9305,12.5,5.5,84
9306,24.3,42.2,21
9307,18.2,30.8,92
9308,27.0,2.8,67
9309,14.3,9.8,87
9310,17.2,24.5,36
9311,20.5,7.0,63
9312,34.5,49.6,33
9313,26.5,40.5,100
9314,7.6,3.8,73
9315,-3.0,1.0,91
9316,16.6,33.0,32
9317,-4.8,40.9,91
9318,2.6,5.5,88
9319,14.5,44.2,45
9320,-2.1,40.8,70
9321,3.4,37.6,48
9322,-1.1,31.7,20
9323,3.3,42.1,62
9324,16.1,3.5,98
9325,8.8,34.9,34
9326,25.6,47.2,88
9327,16.8,46.6,61
9328,24.3,5.9,60
9329,-4.5,0.2,46
9330,11.1,36.9,81
9331,12.6,47.8,42
9332,5.4,43.1,80
9333,1.4,9.6,82
9334,19.9,30.4,36
9335,17.5,49.4,97
9336,8.2,38.3,88
9337,25.1,10.5,88
9338,34.9,45.8,77
9339,19.0,43.0,62
9340,23.9,6.9,58
9341,4.6,26.0,77
9342,20.6,31.3,99
9343,8.9,30.6,68
9344,4.5,15.6,99
9345,4.3,33.5,93
9346,2.8,32.5,53
9347,8.6,10.6,98
9348,18.7,26.3,87
9349,25.9,11.8,25
9350,20.3,39.0,36
9351,14.2,39.8,90
9352,27.1,32.7,72
9353,0.8,2.5,78
9354,23.6,37.4,83
9355,10.3,7.4,38
9356,4.4,27.6,40
9357,7.6,18.0,81
9358,9.2,41.3,21
9359,1.6,9.6,67
9360,4.4,18.6,92
9361,3.5,14.6,98
9362,17.1,20.3,27
9363,0.6,40.3,42
9364,26.0,33.7,43
9365,6.9,22.0,51
9366,24.1,17.9,85
9367,-2.7,35.5,30
9368,12.7,1.5,55
9369,28.8,44.7,31
9370,12.5,1.8,66
9371,14.4,30.8,29
9372,2.6,38.8,64
9373,13.9,31.5,44
9374,-0.2,15.8,42
9375,24.3,18.4,100
9376,14.7,17.0,62
9377,25.1,23.5,61
9378,7.6,26.8,68
9379,25.3,15.9,60
9380,-4.9,39.1,29
9381,31.4,21.1,98
9382,14.8,38.3,43
9383,0.5,5.2,86
9384,33.1,12.4,62
9385,-0.8,17.0,35
9386,16.4,48.1,80
9387,34.1,33.7,80
9388,22.8,35.3,21
9389,4.5,4.9,29
9390,17.7,12.4,47
9391,22.4,41.1,53
9392,16.6,0.6,83
9393,23.9,26.0,50
9394,19.3,17.4,72
9395,24.3,7.5,83
9396,12.4,45.9,64
9397,-2.0,30.0,63
9398,11.0,10.6,73
9399,30.6,30.9,34
9400,1.6,43.2,91
9401,28.4,29.7,97
9402,1.9,40.7,84
9403,34.7,12.2,22
9404,25.0,1.4,35
9405,18.4,32.8,31
9406,18.0,5.5,23
9407,16.0,39.5,88
9408,3.0,32.2,54
9409,-4.2,3.7,61
9410,14.7,31.6,39
9411,-3.4,13.4,25
9412,1.1,25.5,89
9413,20.1,2.6,34
9414,33.8,12.7,55
9415,4.8,37.2,57
9416,23.5,21.7,98
9417,26.1,4.6,80
9418,32.7,37.3,75
9419,-1.9,13.6,69
9420,17.0,29.2,48
9421,24.6,26.9,96
9422,22.6,16.3,93
9423,33.6,46.1,62
9424,32.0,10.0,36
9425,13.0,44.8,100
9426,26.3,21.3,67
9427,1.2,1.1,36
9428,-0.3,1.7,37
9429,15.9,16.9,26
9430,4.5,24.4,39
9431,14.1,39.9,74
9432,11.9,37.2,86
9433,9.9,39.0,79
9434,12.8,16.4,41
9435,34.4,48.2,99
9436,7.8,5.8,78
9437,10.0,3.0,44
9438,32.9,48.2,97
9439,17.0,22.5,52
9440,23.6,44.7,31
9441,3.7,25.3,51
9442,6.7,40.4,58
9443,-2.4,30.0,30
9444,33.7,36.5,59
9445,30.1,36.4,42
9446,23.5,41.7,44
9447,13.0,10.6,84
9448,16.5,29.3,81
9449,10.2,26.4,49
9450,8.7,34.9,73
9451,8.1,38.4,34
9452,4.2,41.6,29
9453,33.8,19.9,21
9454,17.3,48.2,76
9455,16.2,47.7,70
9456,-4.3,8.3,64
9457,10.2,30.6,65
9458,31.2,43.3,60
9459,-0.1,19.0,22
9460,-1.3,3.7,75
9461,11.3,36.1,49
9462,0.5,4.9,28
9463,-1.9,20.8,61
9464,14.0,49.9,44
9465,12.0,32.3,42
9466,30.7,42.9,38
9467,6.5,18.0,57
9468,28.7,8.4,81
9469,13.9,28.1,31
9470,0.3,6.7,51
9471,-2.1,19.0,76
9472,33.1,36.3,44
9473,4.9,7.0,51
9474,6.7,23.9,20
9475,32.0,47.4,89
9476,26.7,41.1,94
9477,30.4,7.1,55
9478,21.5,41.3,88
9479,10.6,25.6,87
9480,25.0,3.3,66
9481,35.0,46.5,70
9482,17.1,43.4,94
9483,22.7,11.8,63
9484,11.5,48.3,82
9485,9.5,26.0,52
9486,30.8,16.1,44
9487,26.5,6.0,70
9488,9.5,0.4,40
9489,6.5,34.1,41
9490,6.2,46.0,29
9491,1.7,44.0,53
9492,17.6,15.5,69
9493,31.9,45.5,92
9494,28.2,48.9,93
9495,28.2,25.7,45
9496,4.4,18.2,77
9497,29.8,18.6,76
9498,7.6,32.7,91
9499,18.6,44.8,31
9500,9.4,40.1,50
9501,-0.2,29.2,32
9502,-3.4,24.7,85
9503,23.2,37.3,34
9504,18.5,47.4,55
9505,8.6,34.7,30
9506,20.3,20.8,40
9507,-0.6,12.2,45
9508,13.1,13.9,65
9509,5.8,30.4,88
9510,30.1,15.3,78
9511,3.5,7.8,53
9512,22.2,7.0,44
9513,31.3,4.4,58
9514,6.6,37.5,23
9515,8.2,5.5,96
9516,0.9,20.5,44
9517,34.5,17.8,77
9518,30.6,23.5,40
9519,19.0,1.9,54
9520,16.5,27.1,67
9521,24.8,32.4,91
9522,21.9,10.7,98
9523,20.1,15.2,34
9524,19.3,21.6,75
9525,12.2,27.9,30
9526,-3.6,24.3,51
9527,2.3,3.5,43
9528,-0.2,28.2,77
9529,19.2,14.5,92
9530,18.2,10.6,84
9531,21.2,30.6,50
9532,31.1,47.1,91
9533,9.2,21.7,50
9534,2.1,26.6,64
9535,22.7,38.9,20
9536,34.9,1.8,92
9537,11.6,49.7,63
9538,34.8,23.3,28
9539,16.4,25.2,77
9540,25.1,22.9,36
9541,14.6,14.8,43
9542,-0.5,39.7,83
9543,9.5,39.7,32
9544,19.0,21.2,91
9545,-1.2,49.6,60
9546,11.4,7.5,26
9547,4.3,16.4,80
9548,10.9,29.6,43
9549,5.2,7.0,62
9550,29.7,13.5,37
9551,1.9,31.1,91
9552,32.1,42.8,40
9553,1.6,6.1,76
9554,32.7,13.5,29
9555,20.4,29.0,43
9556,-0.3,13.4,95
9557,23.1,42.9,62
9558,5.5,8.5,92
9559,30.1,28.5,58
9560,18.2,41.9,97
9561,9.2,12.4,56
9562,-2.0,0.4,80
9563,10.7,36.3,63
9564,34.8,28.9,31
9565,25.2,31.5,98
9566,15.9,48.8,59
9567,27.2,16.7,76
9568,17.0,46.7,46
9569,33.9,7.8,52
9570,31.6,21.5,38
9571,25.9,10.7,66
9572,28.7,6.6,80
9573,21.2,26.1,55
9574,1.7,42.2,90
9575,22.7,43.0,47
9576,10.6,34.3,56
9577,13.0,2.5,52
9578,26.4,1.1,72
9579,-2.5,25.6,100
9580,-1.3,14.5,26
9581,7.5,23.2,68
9582,18.3,40.4,47
9583,28.5,2.7,66
9584,9.6,18.1,86
9585,20.0,20.1,28
9586,6.1,8.6,67
9587,8.6,24.6,88
9588,12.3,48.7,39
9589,1.7,42.1,76
9590,22.2,25.1,37
9591,25.6,36.3,72
9592,3.1,44.4,29
9593,12.5,47.6,65
9594,7.2,28.1,31
9595,7.5,46.1,72
9596,5.6,14.7,87
9597,7.2,14.4,85
9598,26.2,46.6,49
9599,4.4,32.2,61
9600,25.7,48.9,74
9601,20.6,35.4,54
9602,9.3,39.4,48
9603,32.1,46.8,80
9604,34.1,12.2,44
9605,-2.7,1.5,49
9606,-1.8,44.6,58
9607,21.2,24.2,73
9608,9.5,39.1,25
9609,8.7,44.8,70
9610,-4.6,16.6,50
9611,21.4,22.0,67
9612,30.6,32.1,39
9613,2.5,19.9,59
9614,2.5,3.4,29
9615,-0.5,23.2,59
9616,19.7,37.1,22
9617,16.7,26.0,34
9618,6.8,44.9,36
9619,7.6,11.5,80
9620,23.9,42.0,52
9621,20.1,12.8,48
9622,22.7,49.0,92
9623,9.4,19.8,56
9624,21.5,27.0,20
9625,23.1,35.1,20
9626,29.9,37.2,82
9627,33.3,16.9,72
9628,1.0,35.0,21
9629,24.7,5.1,29
9630,26.0,10.3,94
9631,8.6,24.7,75
9632,-3.1,49.0,88
9633,12.9,42.6,73
9634,9.6,48.9,100
9635,21.8,1.8,72
9636,12.5,17.4,67
9637,18.3,2.7,61
9638,18.9,39.7,84
9639,-0.6,8.1,94
9640,4.5,9.5,51
9641,31.4,10.9,69
9642,13.0,5.8,64
9643,17.9,3.8,67
9644,26.5,27.9,73
9645,-3.8,33.9,92
9646,11.7,41.0,46
9647,15.4,11.1,46
9648,4.3,6.2,63
9649,19.6,21.5,22
9650,31.5,19.6,52
9651,24.1,1.8,46
9652,-4.7,48.8,25
9653,4.7,14.7,56
9654,9.9,17.4,64
9655,2.9,30.3,54
9656,34.9,3.6,78
9657,32.7,31.7,68
9658,14.3,21.1,69
9659,25.6,5.0,58
9660,18.1,45.9,31
9661,10.9,9.8,89
9662,18.5,9.3,30
9663,1.8,40.9,61
9664,5.1,24.8,100
9665,21.4,18.5,39
9666,16.7,7.8,66
9667,20.0,5.8,69
9668,-1.9,22.6,94
9669,25.6,8.6,49
9670,16.0,36.5,40
9671,11.2,49.4,89
9672,-0.4,25.5,83
9673,18.3,22.2,40
9674,6.7,20.6,78
9675,32.5,47.3,39
9676,33.0,40.0,31
9677,24.2,28.8,82
9678,-3.4,7.1,40
9679,26.2,21.8,65
9680,5.9,26.4,55
9681,6.6,49.9,42
9682,22.7,14.7,84
9683,1.1,24.9,24
